words,label
saya mau yang sedikit lebih besar dari ini,indonesia
apa kerjanya pak sofyan ?,indonesia
alhamdulillah ya selamet mulang cakak haji sampai tanah aigh !,lampung
"kakak adik haghus saling nyayangi tujuanno ngehaghapko hughik rukun dan damai , nyenengko hati ulun tuho dan ridho alloh swt",lampung
api niku suka rintok dija ?,lampung
"pak , buku api sai dipakai lom pelajaran bahasa lampung ?",lampung
tunggu sebentar saya masih di jalan,indonesia
di pinggir kiri kanan ghang laya nayah ulun ngajuwal kanikan ghik inuman,lampung
sanak-sanak ghadu kuppul unyin di sekula,lampung
ulah api tamong muhammad ngeghasa hanjak hati ?,lampung
dalam pesta perkawinan itu ditampilakn tari cangget,indonesia
tidak saya tidak haus,indonesia
apakah kita jadi pergi tamasya besok pagi ?,indonesia
bahasa lampungnya benda ini apa ?,indonesia
unggal kabupaten atawa daerah wat stan ngejajako kemajuan daerah ni ghik hasil bumi ni ghik hasil keghajinan tradisional ni,lampung
ia mareng,lampung
dipa gughu ghik mughid bubaghis waktu upacara ?,lampung
"ya , sudah",indonesia
gelaghni arman,lampung
nyak lagi rakru,lampung
saya tidak punya pekerjaan,indonesia
saat petani ngetas hasil tanomanni disebut panen,lampung
wah tidak terhitung lagi alangkah banyak pekerjaan ibu di rumah itu,indonesia
waktu upacagha pembukaan ghadu mulai kuaghian jak jakarta ghik gubernur jama bupati ghik wali kota dilom propinsi lampung,lampung
ghang kepala sekula ghik gughuni wat sai,lampung
haga mit dipa puskam ?,lampung
darli nyadangkon kunci lemari,lampung
ongkosna mahal,lampung
ya nutuiki hilian wai,lampung
ani jama rina sai mimpin senam dihadapanni baghisan guwai cuntoh,lampung
kak jak pinsan,lampung
adu saka neram mawek ngobrol njuk ji,lampung
bahasa sai dipakai lom kalangan sanak-sanak ghik sebaya yalah ragam bahasa awam,lampung
"makwat , dik ghadu ghegani",lampung
buat apa kita membaca buku ?,indonesia
silahkan masuk,indonesia
jam pira bukani ?,lampung
saya sangat cape,indonesia
nama tengah saya imran,indonesia
alamat hamba seperti sama boy,indonesia
tolong lihatkan nilai saya,indonesia
bapaknya mengusahakan sawah,indonesia
apikah pr bahasa lampung adumu diguwai,lampung
jangan berkata kalau tidak melihat sendiri,indonesia
"yu nyak wat , nomor ktp ku 83835498",lampung
kakak dang miwangi nasib sina adu takdir gham,lampung
hati kita senang ketika pergi ke kampung dan kita yang lagi musim buah-buahan,indonesia
nyak haga nebus ubat sa,lampung
ya saya tahu,indonesia
api ghetini suluh handak ?,lampung
ramai pedagang dan pembeli di pasar,indonesia
"dia menolong rakyat yang lapar kelaparan karena tidak makan selama , bapak-bapak mereka , yang menanggung hidup ada didalam penjara",indonesia
petani nanom paghi di huma,lampung
"tabik pun , sikam kilui waktu !",lampung
jak ja pusikam haguk arah matarani minjak,lampung
alangkah bangik ni hughik gham,lampung
"ada durian , jambu , limau , dan mangga",indonesia
dia punya banyak pegawai,indonesia
tamong muhamad taghu di imbul legoh,lampung
enggal ghani gham mengan telu kali,lampung
apikah nilai ni helau ?,lampung
ulih ardi jama apakni,lampung
api nilai ulanganku burak ?,lampung
dipa pok mu tinggal ?,lampung
teduh ku njuk rena,lampung
"lamon sai dikeghjakonni mulai subuh tigoh bingi ngekuk nyiapko kakan , mepoh , nyetrika , nyapu",lampung
nyak amuh benor,lampung
saya terbayang mendengar kisah ini,indonesia
"di ghani jumat tengah dawah , ghik-ghikku lapah mit mesjid sholat jumat",lampung
nerima kasih radu ratong,lampung
sinar mataghani kughuk mit lamban supaya bibit penyakit mak mudah bejangkit,lampung
baik pak kami terima titipannya,indonesia
api rasa na ?,lampung
alunan gemercik wai sai ngaguwai gham tehayut di lamunan,lampung
lagu seminung digheghingi unyin siswa,lampung
apakah di sini ada yang bisa berbahasa indonesia ?,indonesia
si baghih jadi tikus ngebattuk lingkaran,lampung
kapan kalian libur ?,indonesia
dipa lamban-ni ?,lampung
hinji wat walu kawai pramuka,lampung
jenis padi apa yang di tanam di sini ?,indonesia
main mit dija lagi yu,lampung
untuk anak-anak mohon tidak ribut,indonesia
hughik di dunia hinji,lampung
saya suka dengan atasan saya dia baik,indonesia
"unyinni sai dilakuko sanak ragah yalah main bal , alaw-alawan , pecian",lampung
"saya lari begitu kencangnya , tidak dapat dikejar lawan",indonesia
sikam galak bulatih langui,lampung
ibu mikigh kapan ya dapok cakak haji,lampung
bapakni gelaghni andi,lampung
hati-hati jama berang usunganni,lampung
duit na lekok kurang,lampung
"nyak haga ngebeli kamus bahasa lappung , kidang nyak mak bani nenggalan",lampung
saya suka pelajaran matematika,indonesia
ram ratong kak kegelukan,lampung
setelah jadi dua regu yang sama jumlahnya kita mulai main bola,indonesia
dimana sekolahmu ?,indonesia
kangkung ini enaknya ditumis,indonesia
apakah barang ini sudah di diskon ?,indonesia
"liyak kebun ku penoh jama bunga , ngidok si handak ngidok si suluh",lampung
anakni nyukak jama inakni,lampung
tiyan sholat bujamaah baghong ayah ghik ibu tiyan,lampung
ia basa suka praya,lampung
tuan ayah mau ke mana,indonesia
lebarannya bulan depan,indonesia
seluruh tanaman jagung itu tidak ada yang diganggu hama,indonesia
dimana tempat duduknya ?	,indonesia
api habanmu ?,lampung
jak nunaiko ibadah haji,lampung
api kidah gham jadi latihan tenis jemoh pagi ?,lampung
"hinji pak amir resep ubatni , teghima kasih dokter",lampung
gaji saya cukup besar,indonesia
"serta semuanya pepohonan yang hidup disana dan yang ada disekitar pantai lampung selatan , teluk lampung dan pantai labuan ratu jawa barat",indonesia
nyak belajar bahasa lampung jama tawok,lampung
apakah anda sedang hamil ?,indonesia
"pak ali cawa , nyak haga lapah mit gunung sugih",lampung
perjuangan raden intan tetep bekobar di hati rakyat lampung,indonesia
nyak kilu puluh suksuk sate,lampung
siapa namamu ?,indonesia
saya tidak suka,indonesia
banyak yang mesti diperhatikan agar badan kita tetap sehat,indonesia
ibu ngagulai manuk,lampung
ibu belanja ke pasar,indonesia
tuan dari mana ?,indonesia
gelaghku ilham,lampung
sikam tegagh ulih bel adu bebunyi,lampung
nama saya toni,indonesia
pok sina di seberang ranglaya sija,lampung
nyak perelu waktu telu rani,lampung
ya saya sedang sibuk,indonesia
dang memain terus !,lampung
ia helau,lampung
nyak haga nitipko pitrah dija,lampung
kiyai membeli nasi padang pedas berkaret dua,indonesia
"amun mak dikeni , pandai ya singut kakala miwang",lampung
jika kita bertemu dengan sesama misalnya bibi selayaknya kita menyapa dia,indonesia
yang ke dua bernama andi dan yang ke tiga namanya santi,indonesia
lebarannya minggu depan,indonesia
dipa pok kantor pos sai paling ridik gelungja ?,lampung
lampu nya mati,indonesia
ayah pergi ke sawah,indonesia
di kampung baghu,lampung
ngebela kebenoghan jama cara ngebabuibuto,lampung
saya tidak mengerti semuanya,indonesia
ampai sekali sa,lampung
kau sudah menyebutkan identitas mu sama wali kelas ?,indonesia
njuk sipa pengerasaan mu ?,lampung
kita harus jalan kaki dari sini,indonesia
ghani pertama sekula yalah senin,lampung
pira kali sabah sija diluku ?,lampung
"keluarga , saudara , kawan semuanya",indonesia
saya ada ujian besok,indonesia
kami berlari karena bel sudah berbunyi,indonesia
kak ridik,lampung
tuntutlah ilmu dari ayunan sampai liang lahat,indonesia
nyak wat lima belas juta,lampung
api gawini pak sofyan ?,lampung
maaf siapakah nama anda ?,indonesia
saya akan pergi ke dokter,indonesia
sinalah sebabni tanoman jagung dipok sina temon-temon subur buahni lamon ghik balak-balak temon-temon nyenegko sai ngaliyakni,lampung
minggu kemarin,indonesia
kapan kolam udang sudah dapat diambil hasilnya ?,indonesia
sanak sai ghigu sina ngelawan waktu dipisah kancani,lampung
jam berapa adzan subuhnya ?,indonesia
gajih ku wat juga ya,lampung
nyak bakbai balu,lampung
jak jakarta,lampung
mati semut karena manisan,indonesia
maaf lahir batin ya,indonesia
di hari minggu yang sudah berlalu,indonesia
dipa nyak dapok nyuba baju sija ?,lampung
jam pira nyak harus mik dudi ?,lampung
karman mencuri buku ips hamdad,indonesia
pendekar hina dijuluki maling guna  api maksudni ?,lampung
"diam , ayo masuk kelas !",indonesia
"hamba pergi dengan teman hamba ke dusun teman hamba , disana di dusun teman hamba sedang musim buah-buahan",indonesia
saya sedang santai,indonesia
biaya wisatani cukup murah,lampung
iki gata dianggu jama minan kik inakni sekula,lampung
ibuku namanya rohila,indonesia
bagaimana pelajaran bahasa lampungnya ?,indonesia
tidak terasa mereka sudah sampai di tanah lapang tempat panggung upacara,indonesia
penjajah si ditentang jama raden intan yalah belanda,lampung
lonceng ditabuh tandani pembagian rapor haga dimulai,lampung
basa tibersihko,lampung
mesin na mak hor?k,lampung
rapor nya siapa yang mau dibagaikan hari ini ?,indonesia
indaiku gelaghni rohila,lampung
"pak hardi bertemu pak ali , dari mana anda ?",indonesia
bagaimana kalau sesudah pulang dari sekolah saja ?,indonesia
"lapah kuti ghumpok ningkatko keimanan , cawa ustad jama bapak-bapak pengajian",lampung
jangan ikut berbuat maksiat nak !,indonesia
kamu anak yang baik,indonesia
saya kerja di kantor,indonesia
wat peghtunjukan taghi gajah,lampung
kuta sina ghadu dikapur,lampung
salam sama kakek,indonesia
salam jama datuk,lampung
kita menuntut ilmu supaya pintar,indonesia
nyak nginum ubat jak warung,lampung
ija geluk kanah keburu tutup,lampung
sapa gawoh pahlawan lampung sina ?,lampung
"yalah buah-buahan mangga , rambutan , deghiyan",lampung
api masalahni acak ketti ngosegh ani,lampung
dia punya sawah dan kebun buah-buahan,indonesia
gadis itu teriak minta tolong,indonesia
boleh saya mampir ke rumah kamu kapan-kapan ?,indonesia
amak ngosegh putti di sabah,lampung
"siapa yang melanggar tanda-tanda lalu lintas dapat berbahaya , karena menimbulkan celaka , merugikan badan sendiri dan orang lain",indonesia
sikam kilu mahap jama puskam,lampung
maaf saya tidak punya uang kecil,indonesia
awas ya jangan bicara dengan ayahku kalau kita bolos,indonesia
disiapko bakal api danau ranau ganta ?,lampung
batang ghambutan gham ghadu bubuwah,lampung
perusahaan kami sedang menerima banyak orderan,indonesia
lapah gham jaga bumi lampung dang sampai dijajah luwot,lampung
pusikam dapok ngenahna di internet,lampung
sanak-sanak ni gahdu balak-balak tapi unyin ni makkung sai ngeghti jama pekeghjaan di lamban,lampung
anak yang berantem itu melawan waktu dipisah temannya,indonesia
apakah nilai ulangan saya jelek ?,indonesia
"tono , niku haga mit dipa ?",lampung
nyak haga ngirimkon paket sa,lampung
mereka disuntik di ruang uks,indonesia
boleh saya lihat kartu asuransinya ?,indonesia
ngasi nyak ngurau rek ku ?,lampung
abang mencangkul sawah,indonesia
nyaman do ngadenggi gemercik wai sina,lampung
ulih api lamban sina kenuta ?,lampung
gham ghumpok mestini ngejaga persatuan dan kesatuan,lampung
ya buusaha gigih ngelawan penindasan belanda teghhadep ghakyat si mak bedusa,lampung
udo mandi di sungai,indonesia
dimana saya harus duduk ?,indonesia
ghamik ulun sai ghatong jak dipa ipa ulah tiyan haga ngelaliyak ghamik ni festival sinji,lampung
api si niku miwangi,lampung
acaranya bagus,indonesia
apa yang ada di aquarium itu ?,indonesia
kami kelas 4a,indonesia
ja neram ngeliak-liak sebelah dudi,lampung
dang nutuk beguwai maksiat nak !,lampung
emak ngebabai adik lunik,lampung
permisi saya mau bicara dengan ani,indonesia
tuan mana rumahmu ?,indonesia
"lihat kebun ku penuh dengan bunga , ada yang putih ada yang merah",indonesia
berapa celana merah yang ada di kotak nomor tiga ?,indonesia
yang jadi kucing buta yaitu anak yang salah bertepuk tepuk pramuka,indonesia
ulah api amun gham lapah mit tiyuh hati gham sejuk ?,lampung
"akukko nyak wai , aus temon !",lampung
tidak begitu baik atau jelek,indonesia
boleh,indonesia
nita sanak sai tuha jak bapak sandi,lampung
"ali bertemu dengan pak haji dan bu haji , mau ke mana kalian yth ?",indonesia
"ulah ya sakik diabetes , ya mantang gula",lampung
bisa saya coba dulu ?,indonesia
pira rega perangko na ?,lampung
dia berambut merah,indonesia
amak lagi bubalah jama mamak,lampung
ibu sedang apa ?,indonesia
peramisi nyak haga ngumung jama ani,lampung
anda bisa duduk di depan,indonesia
nerima kasih kak singgah,lampung
pelatih taghi lampung sina gelaghni ibu tuti,lampung
sedikit bengkak,indonesia
hari apa sekarang ?,indonesia
nyak mawek kebagian rang mejong di bis,lampung
sebagai tuan rumah yang baik kita sebaiknya dapat menggunakan tata krama berbahasa yang halus,indonesia
kami sekarang masih menyambut tamu,indonesia
kidang nyak mit warung pai ida,lampung
tulung liak ban mubil na,lampung
adik miwang ditepagh kaka,lampung
apakah ada bengkel di sekitar sini ?,indonesia
hidup di dunia ini,indonesia
saya masih sekolah,indonesia
temanku menganggukkan kepala tanda siap adu layangan,indonesia
selamat tinggal,indonesia
bukan ini yang kedua,indonesia
pusikam dapok ngenahna jak internet,lampung
pira ongkos ngedandanna ?,lampung
"pak , ani mau ke kelas sebelah , hamba mau meminjam kamus",indonesia
"kalau tuan perlu bantuan , katakan saja",indonesia
"geluk beghingkos pak , cawa komariyah jama apakni",lampung
nyak pagun betong,lampung
"bu , nisa mau pinjam kamus bahasa lampung di perpustakaan",indonesia
wau hpni ghadu bekaretan sina peghelu di lembiru,lampung
jawaban sai sesuai guna pertanyaan di unggak yalah pertengahan juli,lampung
di dalam bacaan prosa deskripsi tentang lingkungan keluarga kata yang menggunakan huruf ialah,indonesia
bisa jelaskan sekali lagi ?,indonesia
tulung ngumung sai tamong alun,lampung
"sikam kilui jama tuhan , semoga selamet lom lelapahan",lampung
dua mata nya ditutup dengan sapu tangan,indonesia
"akukko nyak segelas wai , nyak haus temon",lampung
kantor ku redik jama lamban,lampung
"silahkan kuruk , tunggu serebok mak lagi di dapor",lampung
kamus yang tipis berapa ?,indonesia
berapa kode areanya ?,indonesia
dari mana orang itu ?,indonesia
arman yang memberikan racun tikus di sawah,indonesia
silahko bapak mena,lampung
ahmad murid kelas iv,lampung
saosnya yang banyak,indonesia
api gawoh si dikayun ulih gughu ditutuk ghik dikeghjako tiyan ghajin benogh,lampung
mamak nyaniko nakan mainan,lampung
hari minggu libur,indonesia
disana saya melihat bermacam-macam tingkah gajah,indonesia
jenis tanoman api sai di tanom dija ?,lampung
mobil saya rusak,indonesia
siapa yang menusuk arif,indonesia
"pangeran indra kusuma ialah pahlawan yang berjuang di daerah lampung bagian selatan ada dibawah ini , yang lain yaitu raden intan 2",indonesia
"ali tungga alif cawani , lagi api niku lif ?",lampung
"pak eri ngajagh penjas , amid ngegudok di lapangan",lampung
ridik at jama pasar ?,lampung
ia waya,lampung
kalau ada yang menyapa kewajiban kita menjawabnya,indonesia
sikam gata ngejaga di pos 1,lampung
chandra haga sekula,lampung
lapah gham ngelesatariko budaya lampung,lampung
"ibu yalah pendamping ayah , beliyau juga bekerja keras di lamban",lampung
ada juga turis dari luar negeri,indonesia
anak saya menikahi orang lampung,indonesia
ular itu mematuki kaki kakak hamdan,indonesia
wat liman sekula di way kambas,lampung
apa kabar ? baik,indonesia
puskam haga mit dipa ?,lampung
jenis tanaman apa yang ditanam di sini ?,indonesia
sikam mak ngerti tulung jelasko luwot,lampung
"lampu itu warnanya  merah , kuning dan hijau",indonesia
besok sekolah diliburkan,indonesia
berapa bayaran sekolahnya perbulan ?,indonesia
tini subuh,lampung
gham haga ngehadopi ujian sekula belajagh di lamban,lampung
yu kebun sija jak ku,lampung
nita jama iwan ngedok kegeghingan sai gegoh yakdo ngebaca buku-buku pelajaghan atawa buku ceghita sanak,lampung
"silahkan kuruk , tunggu serebok bak lagi di rang laya",lampung
api renasamu ?,lampung
kalau rakyat tidak bayar pajak hukuman nya di penjarakan sampai ada yang menebus sebanyak pajak yang harus di bayar,indonesia
ya saya punya uang,indonesia
di hari jumat kita sholat di mesjid,indonesia
emak mayungi adik baka bulung punti,lampung
pak cik abis memperbaiki rumahnya sekarang sedang acak-acakan semuanya,indonesia
haga mit sekula,lampung
kita ngobrol di ruang tamu saja,indonesia
kamu dari mana ?,indonesia
sebenoghni ucak apak ngamulai ceghitani,lampung
hati hikam temon-temon seneng,lampung
menangis adik,indonesia
itulah sebabnya tanaman jagung ditempat itu benar-benar subur buahnya banyak dan besar-besar benar-benar menyenangkan yang melihatnya,indonesia
duit na kenayahan,lampung
api ram kak ngenal kodo sai makkungni ?,lampung
"semuanya yang dilakukan anak laki-laki ialah main bola , kejar-kejaran , ketapel",indonesia
"ghik gham sai beagama katolik , protestan , kristen tiap ahad pagi tiyan lapah mit gereja",lampung
uwat pigha rek kerja ku berasal jak lampung,lampung
"walau senato musuh lebih hibat , raden intan mak haga nyeghah ghena gawoh",lampung
saya tersesat di jalan,indonesia
saya minta satu porsi daging kambing dibakar,indonesia
seghadu gham baca wacana prosa narasi di lambung isini tentang perjuangan pahlawan,lampung
setengah jam lagi,indonesia
makku lagi mepoh kawai di wai,lampung
jumat sai dihadepan dija gham peghei,lampung
